stem,idf
n'arbha,1
dgeka,1
duthob,1
'jugman,1
slabag,1
totstsh'a,1
aittatt'i,1
mtha'rgan,1
ba'ichos,1
gcigrna,1
dkrugzhag,1
semsdam,1
a'ik'a,1
rom'urkha,1
sbyangsman,1
a'ik'i,1
mazhing,1
neshka,1
shitstshinda,1
shigbrla'i,1
zugyul,1
bya'odbye,1
dushn'an,1
tsitsits'a,1
w'arte,1
kakham,1
sr'akshita,1
p'admu,1
k'ira,1
mdogdus,1
dh'ips'ita,1
p'adme,1
'khrugral,1
svargash'a,1
rpur,1
teergr'i,1
dagaasta,1
dzonyan,1
tarth'ana,1
bdugmgul,1
nasdge,1
kamyasht'i,1
nirmongs,1
sortogs,1
k'arshmar,1
'dudgzigs,1
yinlcags,1
'bargzhan,1
hurtstshi,1
sholl'a,1
lelba,1
gciggzungs,1
bya'jig,1
sh'adge,1
nasmi,1
dbangphyug,1
t'irth'a,1
bya'jim,1
bdaglang,1
shinytshatsa,1
yokta,1
sh'adga,1
yokti,1
k'irtyo,1
tsarttyam,1
dhmryum,1
'jigshes,1
niram,1
dagshadkh'i,1
yiszag,1
aawra,1
adu'o,1
rbbantu,1
kamtsandra,1
kunrim,1
tyabh'utma,1
'khrugzhu,1
ntra'i,1
lathim,1
kakkam,1
yinme,1
zhiglud,1
tedmigs,1
gzhagsor,1
shthy'a,1
thagse,1
mchogstsal,1
thegbden,1
warnnam,1
tsashnu,1
brtagrig,1
sighi,1
rungdpral,1
rudgra,1
zuggang,1
gzhagmgrin,1
bkagmal,1
langk'anytsa,1
po'di,1
spr'ashtam,1
sh'akyam,1
dangthod,1
yutp'a,1
lwa,1
aastra,1
bzhug'thungs,1
yonggha,1
ngosus,1
ornams,1
medbrten,1
ndyee,1
skyoggdug,1
shadgrantho,1
drimpha,1
binhe,1
dpalzhes,1
dangglu,1
airnu,1
ree'i'o,1
'juglog,1
phushpe,1
canso,1
danggla,1
r'atatstsh'a,1
bh'aya,1
stapta,1
kabriksh'a,1
cvang,1
naddho,1
nyotpann'a,1
kibyi,1
'jigglu,1
yardva,1
tsantsha,1
k'ibhastr'a,1
bardha'i,1
labpyate,1
brtagbdud,1
nordz'a,1
dangphongs,1
mignag,1
lirby'a,1
bzhagdu,1
tuyan,1
hl'ad'i,1
kdzdza,1
aindse,1
kamshulvam,1
nirbhansi,1
mathra,1
nirlla,1
wansu'o,1
rbyed,1
bkagdogs,1
k'i'dir,1
spargi,1
autstshit,1
tattatpu,1
k'ashthamra,1
autstshir,1
son'a,1
tsikr'i,1
bhati,1
ba'isgra,1
noyungs,1
audzha,1
bi'u'i,1
lampri,1
h'astv'a,1
bsreggal,1
w'akaw'agaw'a,1
mchogdril,1
cingphyag,1
pragda,1
mchogbzung,1
mo'irlung,1
mentarddhva,1
bu'oslob,1
yokt'asta,1
'tshobrnab,1
ky'arthe,1
medgrangs,1
dhikya,1
bhaty'a,1
watsi,1
phyugn'a,1
purmee,1
minsmig,1
bishat,1
doston,1
sandhee,1
ddhoksha,1
gitshal,1
gzhugdgug,1
staddhi,1
hirli,1
damka,1
thegtheg,1
somnyes,1
dzande,1
po'oshthi,1
khebsrus,1
yisdug,1
nornal,1
nbre,1
mutpada,1
skyesla,1
aopdzi,1
patt'am,1
nortsva,1
giphyi'i,1
dattaksha,1
la'drul,1
n'adkam,1
yasminnu,1
sondaryam,1
gciglung,1
pa'osgrob,1
tyast'am,1
roches,1
yakshim,1
tuttham,1
pasbla,1
tul'am,1
n'atha,1
biddh'u,1
bagtam,1
kshmay'i,1
shogbka',1
pa'ospang,1
pashtsint'a,1
ngodgag,1
yardi,1
burnamai,1
di'pta,1
h'adya,1
tangk'a,1
pintam,1
pachung,1
bibtant'i,1
sprshe,1
gundh'e,1
nasthub,1
dz'alandha,1
yin'a,1
drinya,1
kyi'u,1
hl'iom,1
sawa,1
l'ardu,1
gignya',1
sdzin,1
shagda,1
shagde,1
d'arshata,1
bh'aktam,1
nozhen,1
guns'a,1
ts'ayya,1
sharmna,1
chugrgyu,1
gnedha,1
gzhugstan,1
bagzhom,1
espro,1
chugrgya,1
purnni,1
dzantat,1
khyangke,1
phugrdo,1
yinrnal,1
bamar,1
svagri,1
drugkshim,1
doorm'a,1
byugtshangs,1
shlakshnani,1
yatsham,1
str'ats'ar,1
yinchos,1
herkka,1
aurn'i,1
pa'omgo,1
siddharshi,1
nagbden,1
sla'osring,1
bh'am'a,1
kunrgya,1
neshtr,1
dushyam,1
sutstsee,1
siddhu,1
p'anmam,1
gzhuggtsang,1
rdishtam,1
sy'adbim,1
sheerlabdhasthi,1
aanggi'i,1
kkre,1
pritstshva,1
shtstshe,1
pullira,1
a'ashtam,1
tranni,1
gzhaglhag,1
pakraaa,1
s'ann'ayyam,1
rbcings,1
dagdbyangs,1
bekshyet,1
'ogbstod,1
augt'a,1
'phrog'on,1
sgrogma,1
mgogtugs,1
te'jigs,1
durddi,1
bshaddad,1
lorkang,1
bcinggrung,1
latti,1
'jug'jog,1
shogao,1
neetyam,1
'jugdma',1
shalp'a,1
na'dus,1
kupya,1
m'atsts'a,1
byassa,1
dumgon,1
goor'i'o,1
sodbha,1
lattu,1
kyissems,1
'phroggzhan,1
bsko'obdag,1
shugslus,1
sbyarbyin,1
wadbhy'ama,1
bitstshy'a,1
lastram,1
syandan,1
syandam,1
drishlta,1
a'ast'arshd'a,1
gzhugyab,1
teerdrisht'a,1
pradhya,1
numbya,1
rdoorbba,1
dzth'a,1
bandishtam,1
sse,1
tegcig,1
kadsa,1
phyugdbang,1
harsh'ad,1
lohr'i,1
soorbyi,1
tm'i,1
s'iran,1
bst'a,1
yimkhas,1
gnasder,1
n'abdza,1
trarbi,1
rugmi,1
kyibdag,1
p'attapto,1
gupseta,1
menya,1
shadha'i,1
rittha,1
tvr'am,1
gyurgnas,1
r'angka,1
khorde,1
n'indroo,1
shth'anggu,1
shigbkrus,1
ring'gro,1
bzlog'khru,1
sy'anmanda,1
harsh'ita,1
me'oaom,1
shvatr'a,1
shagdugs,1
b'aktsa,1
praktamdza,1
bhoo'i,1
svapsu,1
padha,1
shp'i,1
shatsnda,1
rgyugskye,1
tebdhi,1
labzhi,1
shantis,1
muktir,1
tshapa,1
kahl'a,1
kdza,1
gibran,1
breeshta,1
dbuna'o,1
kagsang,1
bekaa,1
dham'a,1
tozas,1
gulphoo,1
gcigmthar,1
byorwa,1
kandali,1
tozag,1
gh'o,1
damshda,1
tstshve,1
goona,1
nikpa,1
d'ada,1
shonme,1
sadb'a,1
lb'i,1
pa'onab,1
nimbooshth'i,1
danggdugs,1
sakteerbbi,1
lartha,1
bhergandha,1
dunna,1
ce'oji,1
dunni,1
poshta,1
k'ila,1
gbhu,1
dzh'ardzha,1
lunya'o,1
punda'i,1
d'ikshy'a,1
yedzdz'i,1
a'iy,1
kutse,1
mudzdzv'a,1
ramaa,1
bsregdon,1
p'urb'atstsha,1
pendranytsa,1
banpushpi,1
la'angbde,1
dugsad,1
kyignod,1
sarpsyanti,1
bya'odpag,1
'dzingzhon,1
b'ann'atha,1
gzhagbrim,1
rnamsgsol,1
th'asth'a,1
sambaddha,1
rbpi,1
dzyarbhi,1
b'ashtsha,1
shoshka,1
bzhagya,1
tyamkt'am,1
yan'ang,1
sregspyi,1
aap'am,1
'dzegsbrid,1
shigrje,1
babpa,1
aatyur,1
m'andza,1
thigrgyu,1
phyir'on,1
kampram,1
tibha,1
b'agman,1
phyir'og,1
lupts'asme,1
nagnas,1
gzhaglung,1
gudtam,1
shinsh'a,1
m'anty'a,1
tshali,1
mchogbandu,1
barsh,1
aulpa,1
kshvo,1
gzhugrma,1
delta,1
dzargriddh'am,1
nasbzhi,1
totp'a,1
yurkarsh'a,1
suphyis,1
'khruggsal,1
lna,1
bamra,1
khkha'a,1
dguji,1
dzanyoom,1
byo'a,1
aup'artstsha,1
ptv'a,1
sh'intra,1
shitsnya,1
kshodh'a,1
shagaom,1
bla'ikhyim,1
blagdpal,1
bdagtshe,1
m'urbb'a,1
beemu,1
g'ast'am,1
waddha,1
g'anga,1
mashcanda,1
waddhi,1
tsidkritstshve,1
thigga,1
mugdhee,1
tastvashta,1
shigtshad,1
pakshyadbha,1
drindi,1
sngozhib,1
shakh'a,1
skyerus,1
tr'anashta,1
lumb'a,1
s'i'o'o,1
gash'irsha,1
kritstshatstsa,1
drugmkhas,1
gatoo,1
duglha,1
sustr'i,1
pa'ozhun,1
batshushthu,1
drongs'jigs,1
slop,1
tastasmin,1
aatba,1
manterni,1
tinu,1
rigsngo,1
bdagdbyu,1
rtsug,1
khyabnyon,1
shoggnyid,1
s'agnoo,1
yanbi,1
yanbo,1
tikmam,1
'jug'dod,1
nimgo,1
kambeeta,1
surin,1
burbas,1
bcaszad,1
shalhag,1
phattu,1
waya,1
drugmkha',1
bidy'ee,1
yeerdzva,1
ri'm,1
bzhagdgos,1
lha'i'am,1
byany,1
bzhagdgon,1
zhenbar,1
sh'aky'am,1
bzlogdngos,1
labya,1
nashkarta,1
nvina'o,1
tirmmi,1
skunbha,1
'dirjes,1
'grorgyug,1
laglus,1
gi'byor,1
bhrisht'a,1
tishki,1
neest'a,1
tirmme,1
'dradkar,1
brtagnges,1
aambla,1
dhyoktoo,1
shridg'a,1
sotkamp'a,1
bahri,1
dreshti,1
phyun,1
kyiskye,1
shangki,1
bhaktyee,1
sy'adbh'anda,1
tebde,1
bhattma,1
murdhni,1
sudzdzha,1
sbyinphyi,1
dome,1
darbp'a,1
brindashtha,1
tiga,1
nvitstsha,1
'dugdgra,1
ngaga'i,1
bya'obrtsam,1
phakna,1
yisbcug,1
skrangszhes,1
sh'ishi,1
togrva,1
dongdam,1
dandham,1
dznyeetma,1
datth'a,1
nandy'at,1
santardzi,1
hritsli,1
kammanda,1
kadhi,1
tospyir,1
baskhyod,1
nrittaddhant'a,1
ni'osngags,1
tsidvi,1
genta,1
nytsa',1
ttme,1
a'atm'i,1
d'irg'a,1
bya'olo,1
s'uti,1
tusstri,1
d'irg'i,1
kpkpa,1
garhha,1
lasnum,1
s'uta,1
logpha,1
kondha,1
pictsha,1
oxsarba,1
'duggral,1
sudk'i,1
nyidmthong,1
nytsas,1
'jamrlung,1
shigbcun,1
shatkar,1
sogsungs,1
k'irnn'i,1
gretshes,1
pakshu'i,1
bhriddha,1
dastra,1
drunya'o,1
nytsan,1
lhodgang,1
bcu'oseng,1
med'dir,1
sdugrim,1
summa,1
sabdhya,1
sadzu,1
brtagbcu,1
hvenya'i,1
shth'i'o,1
byutpatti,1
'gyurlte,1
rkyagsna'i,1
pratyu,1
yorm'am,1
breeha,1
siddya,1
hrishya,1
ty'atpar,1
yisphyi,1
payun,1
brjodkhyod,1
tyenyatha,1
hishmi,1
bya'obud,1
tsonty'a,1
gzhugbcing,1
soddha,1
cmed,1
monggha,1
'gugaom,1
mednor,1
tsarkr'i,1
dh'un,1
lenma,1
nagaam,1
a'addhve,1
sde'omdo,1
thaggnya',1
ts'adyam,1
barbarttu,1
aushdhra,1
dzadham,1
tham'ang,1
nibden,1
siddhyintu,1
dudbus,1
sooshtar,1
tsilmi,1
keerb'i,1
dyeeshtsitta,1
na'o'du,1
brtagdug,1
trabhu'o,1
dag'grangs,1
luka'bras,1
shts'arha,1
stegnang,1
shig'khrugs,1
tsakkre'o,1
syotka,1
dh'andh'a,1
'phrogngo,1
shel'u,1
kand'arba,1
simddha,1
po'otsa,1
po'odrug,1
n'atk'irtti,1
n'atstsoor,1
sprugsbrul,1
dy'ita,1
mnanldog,1
bitstshy'ata,1
nirbh'u,1
songes,1
a'am'a,1
sokhang,1
sannashtsyu,1
tvul,1
auna'i,1
bhutt'a,1
aasminn,1
ngagrgyal,1
kh'att'a,1
yishes,1
phusht'a,1
dhrishn'a,1
sgra'o'khor,1
rapdha,1
'oo,1
k'anytsa'i,1
kachom,1
phyirrnal,1
drishda,1
gatsta,1
bya'o'dul,1
bya'o'dun,1
daggtsigs,1
srv'a,1
paskun,1
rorkang,1
snyar,1
sphya,1
srv'i,1
rbuddhe,1
durdu,1
diktsakrastam,1
cadpa,1
desde'i,1
madk'a,1
ghnite,1
kunbha,1
k'nytsir,1
kshanydz'i,1
bidy'ata,1
y'aptam,1
syaspa,1
kh'un,1
gtorme,1
bashd'a,1
gusha,1
doormma,1
sgrasems,1
dhalla,1
tpha,1
bragrtog,1
sregdad,1
boni,1
noot,1
narkyen,1
ddh,1
bishd'a,1
t'ishna,1
docung,1
shazhum,1
kazung,1
tyalpaskha,1
pashtsatpra,1
bopadma,1
'tshobu,1
prooshthi,1
laspha,1
'drasa,1
ddhvi,1
rlagbud,1
t'akshonyap'am,1
brtagmdzub,1
sugd'a,1
pa'obzlas,1
g'irbbi,1
khragmig,1
lekshyate,1
pahni,1
krosht'shtu,1
hriom,1
shatsnya,1
pahna,1
ngodril,1
kasthur,1
theeshta,1
kyismthong,1
tadgulma,1
laksh'im,1
togchung,1
yinrims,1
nandhye,1
r'atpr'a,1
salrlung,1
yiyi,1
bya'omgon,1
dandha'i,1
draggzhon,1
shabud,1
autparga,1
kashv'a,1
drishtirlo,1
bya'osgra,1
dangrim,1
siddh'ante,1
rgyu'orkyen,1
brla'i'o,1
thogder,1
ndh'u,1
lagbde,1
aetata,1
zhigthab,1
bhartr'a,1
dagsbron,1
yunda,1
aa'oskyes,1
tsaya,1
dzushya,1
nyidba,1
mchogmkhan,1
btung'thungs,1
lmtshams,1
rvandha,1
bzlogphan,1
tshna,1
shagzhan,1
bludsa,1
s'amsa,1
laggsar,1
phradzny'a,1
tyukti,1
gcign'a,1
dhithth'a,1
bhunytsa,1
ndhrthta,1
samktha,1
notkrishtha,1
rugdza,1
rballa,1
pa'omgal,1
bcugdbyangs,1
tuphyin,1
mlashti,1
phyugrol,1
phyug'di,1
kashtsinn'a,1
cig'thungs,1
bsdu'obrag,1
byashar,1
aamb'amba,1
a'atakki,1
aala'i'o,1
gnagba,1
yislob,1
bhrardza,1
gharbha,1
sangke,1
ba'ogsang,1
tadzdzanma,1
sbyinyang,1
shadba,1
dh'utstshishtam,1
sprad'di,1
bart'am,1
w'att'am,1
zhigsgyu,1
aurhharsha,1
'ogbdag,1
auddharsha,1
smindri,1
yangbsgul,1
bhanma,1
kury'ata,1
drugsha'i,1
po'ozad,1
pamchod,1
aagner,1
tsull'a,1
bahl'a,1
teekshnya,1
spyodla,1
sla'ozhabs,1
stethar,1
gardzanta,1
burigs,1
bh'ushnurbha,1
penri,1
nango,1
tshrint'a,1
degal,1
kra'nt'a,1
pasrgyal,1
nanga,1
a'astrita,1
brdegyang,1
aarbu'i,1
rnamstshe,1
tyukteste,1
brishtsam,1
parpis,1
cigsgrom,1
sk'irsh'i,1
gesh'i,1
bindum,1
bodhyam,1
adang,1
bunyanya,1
dh'adbhyo,1
'dzagdkos,1
smradam,1
gandroo,1
rlidg,1
kashtsity'a,1
neekt'am,1
rksham,1
poosht'i,1
tshandal'i'o,1
briddhva,1
autkramshta,1
bhirbbarshoste,1
byasht'i,1
bhporn'a,1
k''a,1
daggzigs,1
nothags,1
pa'ibtung,1
nerte,1
yushya,1
ba'odpyid,1
'jugb'akagang,1
dugh'am,1
aentsa,1
karttibhi,1
t'aras,1
hatsa'o,1
sampardha,1
zloggzhan,1
dkrugkhru,1
hv'arsh'ita,1
mdogbcu,1
aeeshyata,1
mdogbco,1
datpar,1
p'urta'o,1
gcigmche,1
mtha'nye'i'o,1
p'apta,1
ritstshinne,1
tslir,1
phulkhyod,1
mottu,1
tr'asti,1
khishma,1
p'apti,1
pasmnyam,1
kashtsanda,1
rts'arbba,1
turdhya,1
shringg'at,1
ba'omtshon,1
yattadbhy'a,1
aoorsushta,1
svarneerbbaddha,1
samrata,1
shiaing,1
bya'onub,1
kkw'a,1
yanm'a,1
berbi,1
tstshanne,1
shvattha'am,1
aikshukha,1
dvishtim,1
gichung,1
mamtstsh'a,1
ta'os,1
yh'a,1
kh'abasthi,1
srigahe,1
triydbhi,1
togmchan,1
dzastri,1
pan'i'o,1
garttya,1
kyangrtag,1
pedhu,1
yakra'o,1
konyabsdu,1
gzhagspra,1
aantri,1
th'atstsa,1
rnamsmed,1
tu'obstan,1
shatsanta,1
robral,1
bsngagsgsang,1
t'arps'i,1
dodbyar,1
t'ambho,1
h'inytsa,1
dutk'a,1
sarbampa,1
aornu,1
tsinyts'ambli,1
t'asmee,1
rl'i'o,1
radhit,1
kishkindh'a,1
p'urn,1
bzlogral,1
brinl'a,1
bgyidkhyod,1
dand'u,1
shegbrtson,1
tsinpra,1
bzhin'gro,1
poondar,1
gaddhya,1
dny',1
dhikshata,1
pamktishtsando,1
k'adu,1
tsura,1
g'indro,1
simh'a,1
aantatsa,1
bralji,1
hast'angka,1
gbhyam,1
male,1
larlabs,1
togspobs,1
svaksh'a,1
shamraksha,1
aipsatra,1
guntha,1
tsh'ita,1
gurma,1
gsumta,1
blta'obad,1
gunthi,1
ts'urdhi,1
yadzanya,1
lakshye,1
ba'ortags,1
nishpakshan,1
rongan,1
madb'a,1
aill'i,1
aosta,1
minmed,1
phakayanya,1
sopta,1
'gyurae,1
sv'angg'a,1
rnn'ita,1
neshti'o,1
'phrogyang,1
dagbya'o,1
dryanytsam,1
dadg'a,1
mastyi,1
kyangmtshungs,1
brikke,1
dirdita,1
shama'i,1
'ogba,1
tstti,1
gciggong,1
togdza,1
mirbhinna,1
bhritku,1
tstta,1
bh'urbh'u,1
thyery'a,1
bhubam,1
r'agy'at,1
tadbhar,1
k'artre,1
phuggang,1
'jiglang,1
ngolhor,1
tr'adgam,1
sprisht'aste,1
badzr'atta,1
sprisht'asta,1
pooshp'i,1
dhanam,1
bh'asmi,1
samri,1
yibu,1
bzhagrkub,1
'grom'a,1
bapno,1
pushta'i,1
yatkar,1
kyubdud,1
t'amra,1
prtynytsoo,1
danghe,1
sindhura,1
tshertsod,1
shasarba,1
a'abi,1
mangga'i,1
bcuglus,1
longrgyal,1
bandhasa,1
bh'udgri,1
rigsdig,1
la'okhardza,1
bklagtshar,1
sgrubphyag,1
shashtha'i,1
dgbhi,1
nodra,1
omang,1
kraa'i,1
mdoggur,1
shish'ishta,1
t'urtt'am,1
sdugthams,1
cansprul,1
krantashtsu,1
w'andi,1
shigge,1
bya'otshon,1
svamksh'i,1
bzang'od,1
bhr'anhy'a,1
mophyi,1
shaddu,1
rotshya,1
sroshtoo,1
miglas,1
rigdngos,1
'dibrtsams,1
b'asth'u,1
baa'atma,1
miggnyis,1
'dr,1
tirmu,1
dag'tsho,1
tshigye,1
ngobud,1
hnerna,1
narb'a,1
balphu,1
briddhirb'a,1
b'asth'a,1
rashe,1
gciga'a,1
yandri,1
aikkrish,1
gnasme,1
'dzag'dod,1
shubhram,1
minggam,1
nosnal,1
gtsoklu,1
lanytstsha,1
dagkhrid,1
byedlhag,1
dobsgom,1
r'asti,1
'dzagha,1
barna'a,1
byedji,1
mogddta,1
y'anmuktaste,1
g'nta,1
yudhyante,1
k'atsi,1
dyeeryatpa,1
lagdrug,1
byabsgrub,1
tud'anya,1
phyugphyogs,1
gn'am,1
y'aktha,1
tenha,1
shigstan,1
dessarb'a,1
d'addha,1
ngangglu,1
yuka'i'o,1
mandhoo,1
aunvanytsa,1
thodbha,1
bzhagsnga,1
grisoo,1
gangbsgrub,1
'joglus,1
potri,1
aanytsa'o,1
gyipra,1
dugmyos,1
'grubsnyan,1
aabhishi,1
brjid'bar,1
byachab,1
mond'a,1
m'argya,1
hv'arsh'i,1
shana'i,1
'khyognad,1
sy'add'a,1
yandre,1
nattha,1
sanggi,1
dzurshu,1
kiphyag,1
sy'arkka,1
hota,1
d'ipma,1
nogzhug,1
hoti,1
dershi,1
drakshit,1
pundas,1
rganda,1
parth'a,1
bidyut,1
bharka,1
tsvampa,1
nabad,1
tvikasraka,1
lakta'o,1
bish't'am,1
kartra,1
shabdha,1
lamandala,1
lokhams,1
bya'opandi,1
minlas,1
tshigdgra,1
aarnasa,1
banty'a,1
sitsy'at,1
p'arshvo,1
brtagrims,1
nibha,1
dapra,1
dokgnyis,1
shica,1
dorgyud,1
togzhon,1
terbbidhv'anbi,1
khawa,1
cingbdud,1
ly'ast'am,1
kashthya,1
duggsum,1
rtt'i,1
drugzhes,1
phyugskal,1
pabsnyengs,1
bya'othun,1
tirnantya,1
dogmun,1
nurme,1
mnydzu'o,1
sak'a,1
adgra,1
nd'indr'a,1
rishkanda,1
wakshyanti,1
drugzhed,1
bya'odbyig,1
rtogbsgom,1
briddhoksho,1
leps'i,1
bhisbhi,1
gndho,1
pasdmigs,1
dokun,1
dagpulli,1
dagmandala,1
kakhatga,1
bardhha,1
brengkha,1
cigmon,1
dhaksh'i,1
pa'irin,1
brjodso,1
w'atmaa,1
gokyi,1
ydzonya,1
'jagces,1
dangkha,1
tvatstshitta,1
gabh'i,1
teerm'u,1
shogmtshungs,1
pabma,1
tugcig,1
brishoo,1
t'ans'it,1
rkyong'dar,1
svetshya,1
dhr'ikaaom,1
kyi'oston,1
'dzagkhong,1
ldog'gyur,1
sturastri,1
nity'a,1
robhri,1
kezhes,1
autvala'i,1
go'brog,1
saktta,1
rtt'am,1
giskha,1
dribdham,1
prastishthanti,1
lhagji,1
stusu,1
tsharman,1
dushsha,1
rushtse,1
nares,1
gzhugrdzogs,1
t'igshna,1
stongsgra,1
audm'a,1
bzhag'byung,1
togbkod,1
aishtu,1
tsitstshanna,1
bashtabdho,1
dobrnogs,1
m'annint'aksha,1
mchogram,1
bskuldkon,1
bhidnda,1
derli,1
kyangrab,1
skadma,1
bar'byung,1
gtsugnub,1
gangskra,1
smosci,1
ba'omkhrang,1
'gyurpags,1
gnagdbus,1
riggar,1
ghatra'o,1
gtsug'di,1
bubdzi,1
mtshanma,1
gzhugshes,1
kyisni,1
mansi,1
ba'ogsor,1
bzhaggshin,1
rbzhin,1
bingga,1
do'ong,1
karnn,1
yigbod,1
'dudchu,1
svang,1
n'arhanti,1
yigkun,1
stesri,1
dbrogho,1
bh'argg'i,1
gyur'gro,1
kam'dus,1
tkat'i,1
dhigdhve,1
rammbu,1
dugbsad,1
kyithogs,1
s'arsh'ita,1
lonyadsha,1
bhrame,1
dugbsam,1
termmri,1
shukha,1
pamka,1
limlu,1
rrl'i,1
dz'arheerbbastra,1
b'anpurbbam,1
m'aptim,1
gzhu'ogzhu,1
azhes,1
svo'o,1
latpra,1
pde,1
shyonyar,1
brtagthar,1
ba'obrten,1
dagskud,1
tvish'a,1
m'amta,1
bapsi,1
sarshtha,1
le'othig,1
steshes,1
nist'u,1
sduglong,1
pasparda,1
bskorgnas,1
yatpha,1
grigna,1
gzhugci,1
kshis,1
bdag'byor,1
phyagdman,1
rgyu'obrtan,1
yaddu,1
dpag'on,1
mlishtam'o,1
syodgha,1
cigmah'a,1
gnagkun,1
mina,1
k'irdye,1
yadda,1
ritna,1
yisdpa',1
shushmam,1
sdigdang,1
gall'a,1
sh'anu,1
d'ut'i,1
dharmaste,1
kronna,1
kh'anni,1
bzhaggang,1
golongs,1
mthugston,1
bhidva,1
shr'ishti,1
pharya,1
chosbrjod,1
tardz'a,1
tindri,1
t'ashye,1
shreshth'artha,1
ballarya,1
gabarna,1
k'ant'alus,1
dharm'adh'a,1
dy'anytsam,1
brlagshes,1
mr'atsu,1
yyl'i,1
tashtsyam,1
marig,1
ssurma,1
dhatti,1
ram'a,1
bcalci,1
t'arkshyoo'o,1
rogus,1
bhimata,1
kyi'oaom,1
brjodzung,1
syodzdza,1
brlabchos,1
m'anha,1
bh'anu,1
nutbha,1
pathra,1
s'innri,1
mchogbsnyen,1
saddhyantu,1
shetsi,1
tsam'u,1
kshisht'a,1
dzardzu,1
bkaggzung,1
shkri,1
paptir,1
dh'ashtsandan'a,1
bh'ashte,1
aagnam,1
dagrgun,1
steyan,1
bh'anni,1
kr'ana,1
giskhyad,1
d'yurya'i,1
rantye,1
'ogmkhas,1
bhn'ata,1
w'amshta,1
dogzi,1
shkra,1
gnaggas,1
phyephyin,1
sani'o,1
t'abt'a,1
tatkhamautga,1
m'akshyi,1
tseshya,1
boddhunna,1
manthoo,1
bcag'byung,1
shatsi,1
mudbhr'am,1
bsregdz'a,1
shatse,1
tsyante,1
tushpanytsa,1
szhe,1
ntr'am,1
aambashtha,1
zhigthogs,1
nosred,1
lagnyis,1
zhigcha,1
pasrgyu,1
godgyes,1
nins'am,1
b'anpadma,1
rimunda,1
danka,1
du'orlung,1
gcigae,1
zhigcho,1
th'amba,1
n'adbhikshum,1
sandar,1
lempanta,1
lasdrag,1
kanytsingk'a,1
'chisa,1
bsogmchod,1
dagpad,1
'jugpha,1
duggzhan,1
dagsnyan,1
gis'jig,1
gak'u,1
panyidza,1
khurgi,1
pasmchod,1
tshrinta,1
y'ashts'a,1
sdugphyag,1
nutpra,1
moonggam,1
rtagsbsgrub,1
syurdza,1
lasgzhan,1
bhirdushta,1
grodri,1
tustam,1
stembha,1
'phrogbza',1
suma'o,1
tyurnnaptr'i,1
bkruchad,1
gangdbang,1
nindansva,1
aarnnu,1
karmamma,1
mchogphongs,1
bhramu,1
brtsigrgod,1
yatnata,1
'khodgal,1
stamha,1
du'odri,1
shintring,1
sarbb'an,1
brikshastvam,1
gzhuggzungs,1
wba,1
desdben,1
gzhagbyed,1
bragdbye,1
ugde'i,1
thiglus,1
narlung,1
sngomrdo,1
shtstsha,1
aeendisht,1
bdagzab,1
shigbar,1
mdogchags,1
phyagmu,1
dagphud,1
dagphug,1
kashir,1
mant'ad,1
khashab'a,1
'gyurdes,1
mastr'a,1
na'jam,1
byahr'i,1
tsetasa,1
zhogrtog,1
bzhinsbyin,1
susrung,1
svishtam,1
tattat,1
stesa,1
mdaggang,1
kshudbhy'am,1
tstshvi,1
hv'arshma,1
ausk'a,1
ngagshat,1
ngardo,1
dhikdhi,1
ratnak'anti,1
byugnim,1
namde,1
bhasmatta,1
nilhar,1
yasmri,1
k'abha,1
zhe'ode'i,1
gyi'omi,1
dagpadmo,1
dhv'antam,1
bragsrog,1
rothun,1
aindhvam,1
hanggi,1
shazla,1
kakhgghnga,1
br'aksha,1
jallo,1
nolde,1
gostr'i,1
pa'obzhin,1
lagaam,1
kanyts'a,1
brunya'i,1
byung'dod,1
namda,1
nyidgsang,1
turdzy'a,1
ritstsheta,1
tsanra,1
tvadza,1
tut'ang,1
rulli,1
sbabh'a,1
bzhagdngos,1
manydzugho,1
lpug,1
sregphyi,1
luppante,1
svpatam,1
rakna,1
pa'omi'am,1
kanydzin,1
buddhastatpu,1
ban'u,1
po'osnang,1
dzahra,1
bdagbh'a,1
phoglho,1
k'attr'a,1
satvan'anytsa,1
dushn'a,1
burgha,1
deehya,1
tsashru,1
dikt'irtha,1
ninte,1
durbritt'a,1
shigkam,1
shigsbrang,1
tikk'a,1
tatsharb'andu,1
dhho,1
brdegdpyad,1
'bregmtshan,1
yastambha,1
dhemma,1
dagltung,1
rgraha,1
lushka,1
ltargdod,1
zhalstag,1
shmee,1
raksham'a,1
bharthi,1
tishthasiddhi,1
rjestsha,1
karkra,1
rtsanda,1
heshta,1
siddhas,1
danglhun,1
dab'a,1
skragdngos,1
kyogrna,1
dgeci,1
dpal'dzum,1
shigrdzas,1
yangzhi,1
chogyid,1
lpang,1
dvipa,1
n'arbpi,1
t'ik'a'o,1
ri'bu,1
gacho,1
basbye,1
th'irbhi,1
shagzhu,1
aaghnan,1
shugti,1
'jugmgo,1
tv'ang,1
gcigklu'i,1
dothad,1
tv'ana,1
'og'khru,1
tyarti,1
rormi,1
dingge,1
bya'odgun,1
rastatku,1
gothams,1
shadbhirbbarshee,1
briddh'i,1
dinggi,1
aangka'i,1
tistri,1
tshignga,1
tsitt'anta,1
sheenna,1
kakron,1
spasht'artha,1
t'urtt'at,1
togphru,1
nasdon,1
